,,,,,,,,,,,,,English
,"Feb 04, 2026 12:55 PM",Dale Wagner Insurance,38ef2994-b876-4737-a994-02456034d1cc,https://app.policylift.ai/calls/38ef2994-b876-4737-a994-02456034d1cc,completed,unknown,quote,unknown,Requested callback from Logan about insurance quotes,0:01:08,13,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Hey, Kelly. I'm trying to find out about some of the quotes that I was sent.
assistant: Oh, got it. Are you looking for details about an auto quote, homeowners, or something else?
user: I actually got all three of
assistant: Okay, so auto, homeowners, and one more. Was the third for renters, motorcycle, life, or something else?
user: renters.
assistant: Alright, auto, homeowners, and renters quotes. Who should I have follow up with you? And is there a time that’s best for a callback?
user: I thought I speak to somebody right now?
assistant: Yeah, sorry about that. We're actually closed right now. I can take a message for a licensed agent to call you back as soon as we're open. What time works best for you?
user: Logan. Can you have Logan call me? Anytime?
assistant: Got it. I’ll have Logan give you a call when we're open. Just so you know, leaving a message won’t automatically bind, change, or delete coverage. Anything else you wanted to ask?
user: No. That's it. Thank you.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1252)"
,"Feb 28, 2026 9:54 AM",Princeton Insurance,713c7552-6649-464a-b5e8-9ee7b72ab3b9,https://app.policylift.ai/calls/713c7552-6649-464a-b5e8-9ee7b72ab3b9,completed,unknown,service,billing_payment,Requested payment callback from Princeton Insurance agent,0:01:08,5,"assistant: Hi - Thanks for calling Princeton Insurance,this is Kelly on a recorded line. How can I help?

user: Make a payment, please.
assistant: Oh, okay. Yeah, I can't process payments directly. Princeton Insurance is closed today, but I can take a message so a licensed agent can follow up. What’s your name and when would you like them to call you back?
user: Around 01:00.
assistant: Got it. What’s your name, so I can let them know who needs help?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1253)"
,"Mar 06, 2026 10:44 AM",Seguros Ideal,a0577048-974f-4daa-beb3-7caec033d677,https://app.policylift.ai/calls/a0577048-974f-4daa-beb3-7caec033d677,completed,unknown,service,cancellation_reinstatement,Ken Wang switched to another insurance agency,0:01:08,25,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: This is Ken Wang.
assistant: Okay, Ken.
user: I have Change Insurance Companies.
assistant: Got
user: It should let you know
assistant: Yeah. No worries. I'll make
user: So
assistant: Okay, Ken. Did you want to leave a message
user: Yeah. I'm
assistant: Okay, 
user: okay.
assistant: Got it. What would you like the message to say for the agent? 
user: I've changed insurance companies.
assistant: Okay, Ken. What's the best time
user: I have changed insurance companies.
assistant: Alright. Would you like a callback from an agent to confirm anything, or just leave it as a note?  And just so you know,
user: No. I'm just would
assistant: Okay,
user: I'm with a different agency now.
assistant: Alright. I'll let the agent know you've switched to a different agency.  Just so you know, leaving a message
user: Right?
assistant: Yeah, that's correct.  Leaving a message won't automatically cancel, bind, or change your coverage.  If you need anything else handled officially, let me know.  Otherwise, I'll make sure your note gets passed along. 
user: Thank you.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.",english
,"Feb 21, 2026 6:44 PM",FOCO Insurance Services,7cc9490d-c187-42c7-bc40-c9eefaa7b892,https://app.policylift.ai/calls/7cc9490d-c187-42c7-bc40-c9eefaa7b892,filtered,unknown,unknown,unknown,Insurance call introduction by Kelly at FOCO Insurance,0:00:01,1,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 24, 2026 9:07 AM",Cal-West Insurance Services Inc.,89cfcd4d-6283-45be-ace5-dcbaea3f7457,https://app.policylift.ai/calls/89cfcd4d-6283-45be-ace5-dcbaea3f7457,completed,unknown,claim,claim_follow_up,Savannah requests claim status for policy 4148550,0:01:08,10,"assistant: Hi - Thanks for calling Cal-West Insurance Services Inc.,this is Kelly on a recorded line. How can I help?

user: Looking to see if a claim has been filed.
assistant: Oh, okay. I can take a message for a licensed agent since we can't look up claim info directly. Can I get your name, what claim you're checking on, and the best time for a callback?
user: Yes. My name is Savannah. I'm calling
assistant: Got it, Savannah. What claim
user: about a claim for policy number four one four eight five five zero.
assistant: Okay, thanks. And when would you like an agent to call you back? Is there a time that works best?
user: Anytime during business hours. At eight seven seven eight one eight. Zero one three nine.
assistant: Alright. I’ll make sure a licensed agent follows up with you about the claim for policy number four one four eight five five zero at eight seven seven eight one eight zero one three nine during business hours.

Just so you know, leaving a message won’t automatically bind, change, or delete coverage. 

Anything else you need today?
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1256)"
,"Feb 21, 2026 8:10 PM",FOCO Insurance Services,ae414dab-5e6d-4dda-a7ff-eb97a9c3ac6f,https://app.policylift.ai/calls/ae414dab-5e6d-4dda-a7ff-eb97a9c3ac6f,filtered,unknown,unknown,unknown,Initial greeting from Kelly at FOCO Insurance,0:00:00,1,"assistant: Hi this is Kelly with FOCO Insurance on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Jan 28, 2026 3:27 PM",Dale Wagner Insurance,8e503024-9825-4e18-8d80-aecb4ad6e76b,https://app.policylift.ai/calls/8e503024-9825-4e18-8d80-aecb4ad6e76b,completed,unknown,service,billing_payment,Customer inquired about insurance payment status.,0:01:08,15,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: If you're a person, how come kinda, like, confused.
assistant: Yeah, I get why that might be confusing. I’m actually not a person—I’m
user: Hello?
assistant: Oh, hey there. I’m here. Sorry if things seemed a little off—I’m a virtual assistant, not a live person, but I can still help. What can I do for you today?
user: I need to speak with somebody in the office.
assistant: Yeah, no problem. Dale Wagner Insurance is actually closed right now. If you tell me what you need, I can take a message and have one of our licensed agents call you back when we’re open. What do you need help with?
user: I just need to know if I pay this month of my insurance.
assistant: Got it. So you want to check if you’ve paid your insurance for this month. Can I get your name and the best number for
user: Can you help me with that?
assistant: Yeah, I wish I could check that for you, but I don’t have access to payment or policy
user: Yes, sir.
assistant: Alright,
user: Exactly.
assistant: Okay, thanks for confirming. If you give me your name and the best number to reach you, I’ll have a licensed agent follow up about your payment status as soon as the office opens. Just",English
,"Feb 21, 2026 2:58 PM",All Texas Insurance Brokers,a63e4ad2-db49-4b09-a13b-f30f9d97d1fc,https://app.policylift.ai/calls/a63e4ad2-db49-4b09-a13b-f30f9d97d1fc,completed,personal,quote,personal_homeowners,Raquel Nicole requests callback about homeowner's insurance,0:01:09,17,"assistant: Hi - Thanks for calling All Texas Insurance Brokers,this is Kelly on a recorded line. How can I help?

user: Hi, Kelly. I'm wanting to talk to Michael Murphy.
assistant: Oh, okay. Michael's actually out right now and the office is closed for the weekend. Can I take a message for him so he can get back to you when we're open?
user: Yes. My name is Raquel Nicole.
assistant: Got it,
user: Phone number 8
assistant: Sorry, I missed that. Can you say your phone number again?
user: eight one seven
assistant: Okay.
user: two two three eight two nine zero.
assistant: Alright. So that's eight one seven, two two three, eight two nine zero.

What do you need Michael to help you with?
user: Homeowner's insurance.
assistant: Got it. You need help with homeowner's insurance.

When would you like Michael to call you back—Tuesday morning, afternoon, or another time?
user: Two morning.
assistant: Okay, Tuesday morning.

Just so you know, leaving a message won't automatically bind, change, or delete coverage.

Anything else you need, or is that it for now?
user: That's it.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1259)"
,"Mar 03, 2026 8:44 AM",Dale Wagner Insurance,ec90118a-8202-4eba-abde-4082618686c5,https://app.policylift.ai/calls/ec90118a-8202-4eba-abde-4082618686c5,completed,unknown,claim,fnol,Customer requested callback for car crash claim,0:01:09,16,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: I'm calling you because my car is crashed.
assistant: Oh, I'm sorry to hear that. Are you safe right now?
user: Yeah.
assistant: Okay, glad to hear you're alright. I can't process claims myself, but I can take a quick message so a licensed agent can help you out as soon as we open. Can I get your name and the best time for a callback?
user: I I tried to call
user: them, but then that didn't pick up.
assistant: Yeah, got it. Sorry you
user: And
assistant: No worries, I'm here now. What's your name and when's a good time for an agent to call you back about your car claim?
user: I didn't use them first day.
assistant: Okay, makes sense. Do you still want a call back from an agent to talk about your car claim? If so, just let me know your name and when’s a good time to reach you.
user: Okay?
assistant: Yeah, no problem. Can I have your name and a good time for an agent to call you back?
user: Okay.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M1260)"
,"Jan 28, 2026 9:28 PM",Seguros Ideal,3f3233aa-22e6-4b0f-aa3e-0df015e4fc0d,https://app.policylift.ai/calls/3f3233aa-22e6-4b0f-aa3e-0df015e4fc0d,completed,unknown,service,general_inquiry,"Account login issue, callback requested at 8 AM",0:01:09,13,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".
user: Hello. My account is not letting me log in. It's
user: it's
user: well, I'm logged in, but it's giving me trouble.
assistant: Oh, okay. Sorry you're having trouble with that. What's your name, and can you tell me a little more about the issue you're running into? I can let a licensed agent know so they can help you as soon as we're open. What time works best for a callback?
user: Eight in the morning?
assistant: Got it. So, your name? And just to double-check, you’d like a call back around eight in the morning to help with your account login issues?
user: Yes, ma'am.
assistant: Alright,
user: And it's Azarusan?
assistant: Okay, Azarusan. Thanks for confirming. I’ll let a licensed agent know you’re having issues with your account login and you’d like a call back at eight in the morning.

Just so you know, leaving a message won’t automatically bind, change, or delete coverage. Is there anything else you need tonight, Azarusan, or are you all set?
user: That's it.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.",english
